pIHAX	2R5/8/2KpN3/3P4/2P1Pp2/1q3P2/4k3/1r6 b - - 1 54	b1a1 e6d4 e2e3 d4b3	995	easy	crushing endgame fork short
sueDs	6k1/5pp1/3R3p/4N3/1Q6/7P/1P3bP1/2q4K w - - 1 31	h1h2 c1g1	995	easy	endgame mate mateIn1 oneMove
qv6zU	r4r1k/6pp/1p4q1/p2Qpp2/PbP5/7P/1P4BK/R1B2R2 w - - 2 27	d5e5 b4d6 e5d6 g6d6	996	easy	advantage middlegame pin short
VX2O5	5rk1/5p2/6p1/2q5/8/2Q1R2P/6P1/7K b - - 0 41	f8c8 e3e8 c8e8 c3c5	997	easy	crushing deflection endgame master short
cuTZ3	r1b1kb1r/2pqn1pp/p1Np1B2/1p1P4/n1P5/8/PP3PPP/RN1QR1K1 b kq - 0 13	g7f6 d1h5	997	easy	mate mateIn1 oneMove opening
z7s6Z	3r1rk1/p1p2ppp/b1p5/2b5/2N1Q3/1PP5/P4qPP/R1B2RK1 w - - 0 18	f1f2 d8d1 e4e1 d1e1	997	easy	kingsideAttack mate mateIn2 middlegame pin short
6f9k4	8/p4r2/5pk1/1p1Q2p1/8/2P1q3/1P4P1/5R1K w - - 4 43	d5b5 f7h7	998	easy	endgame mate mateIn1 oneMove
BagYH	r1b1k2r/pp3p1p/4pqp1/1B1p4/1Q6/P1P2P2/2P2P1P/R3K2R b KQkq - 1 16	e8d8 b4d6 c8d7 d6d7	998	easy	mate mateIn2 middlegame short
JML28	8/R6p/6pk/p1rBp3/1pP3PP/1P2n2K/P7/8 b - - 2 35	e3d5 g4g5 h6h5 a7h7	998	easy	deflection endgame mate mateIn2 short
h7lSg	5r2/pp3k1p/2p2p1P/2P5/1P4bR/P3Pq2/1B1Q1b2/4K3 w - - 0 35	d2f2 f3d1	998	easy	endgame mate mateIn1 oneMove
pb8rn	2rr4/pp2kp1p/3p1p2/4pP2/4q3/2R4Q/PPPR1PPP/1K6 w - - 11 24	c3c8 e4e1 d2d1 e1d1	998	easy	endgame fork mate mateIn2 short
Nc3Vm	8/8/8/8/6P1/1p1q1kPK/8/4Q3 w - - 3 62	e1c1 d3h7 c1h6 h7h6	999	easy	endgame mate mateIn2 queenEndgame short
YTGbO	8/2R2p2/2p1r1kp/p5p1/P5PP/2b2NK1/2P2P2/8 b - - 0 32	f7f6 h4h5	999	easy	endgame mate mateIn1 oneMove
lQNGp	rn2k1nr/ppp1qppp/8/3P4/3P1pbb/2N2N2/PPP1K1PP/R1BQ1B1R w kq - 3 8	e2d2 e7e3	999	easy	mate mateIn1 oneMove opening
PcJH8	r3kb1r/2p2ppp/p1P2q2/4p3/p5b1/5N2/PPP2PPP/R1BQR1K1 b kq - 1 12	g4f3 d1d7	1000	easy	master mate mateIn1 middlegame oneMove
QalTH	r1bq1rk1/4bppp/2p1p3/p2n4/4N1Q1/1P4P1/PBP2PBP/R4RK1 b - - 2 13	f7f5 g4g7	1000	easy	kingsideAttack mate mateIn1 middlegame oneMove
oqkDA	r1b1k2r/1pqn1ppp/p3pb2/4p3/2B1N3/5Q2/PP3PPP/1K1R2NR b kq - 3 13	c7c4 e4d6 e8f8 d6c4	1000	easy	advantage fork opening short
v3di2	8/8/1P2p3/3pP3/2bBpP2/4P1k1/2r5/1R4K1 w - - 1 38	b1b2 c2c1	1000	easy	endgame master mate mateIn1 oneMove
yOaMt	3r2k1/pP5p/3n4/1Pp2p2/2P1n3/1Qb1Pp2/2R2P2/3RKBq1 w - - 1 34	c2c3 g1f2	1000	easy	attackingF2F7 mate mateIn1 middlegame oneMove
0n6OQ	2r1rb1k/pp1n2pp/6q1/4B3/3p2N1/PQ1P3P/1P2R1P1/4R1K1 b - - 0 28	d7e5 g4e5 e8e5 e2e5	1001	easy	advantage middlegame short
5rlNb	r2qk2r/pp3ppp/5n2/2bp2B1/3n4/2N2bPP/PPP1NPB1/R2Q1RK1 w kq - 1 12	g2f3 d4f3 g1g2 f3g5	1001	easy	advantage fork opening short
Kumke	8/5pk1/5R2/2r3KP/5RP1/8/8/7r w - - 3 56	f6f5 f7f6	1001	easy	endgame master mate mateIn1 oneMove rookEndgame
N5Qap	2k5/8/2pB1N2/2Nb1pp1/3P4/1p3P2/3q4/1KR5 w - - 6 45	f6d5 d2a2	1001	easy	endgame mate mateIn1 oneMove
i9Vok	r3r1k1/1Rp2ppp/1b1p4/5B2/2P1P3/7Q/5qPP/5RK1 w - - 0 24	f1f2 a8a1	1001	easy	master mate mateIn1 middlegame oneMove pin
iATq5	8/2r3kp/p5p1/4R3/4B3/1P1pbPP1/P3b2P/4R2K w - - 0 40	e4d3 e2f3	1001	easy	doubleBishopMate endgame mate mateIn1 oneMove
6RpIM	5rk1/pp3p2/1q4n1/3pBn1Q/2r5/8/PPP3PK/R4R2 w - - 4 22	f1f5 c4h4 h5h4 g6h4	1002	easy	crushing fork middlegame short
B6Evu	3q1rk1/1b3pNp/p4b2/1p2pP2/n2pP1Q1/P2P3P/BPr3PN/1R3RK1 b - - 0 21	f6g7 f5f6 d8f6 f1f6	1002	easy	crushing middlegame pin short
q9zyD	rnb1k2r/4pp1p/p2p2p1/1ppP4/4PQ2/2q2PN1/P1P2KPP/R4B1R b kq - 1 13	c3a1 f1b5 a6b5 h1a1	1002	easy	advantage discoveredAttack middlegame short
rTGJ8	r4rk1/6pp/p7/1pbpP3/1n5q/2N2N1b/PP4PK/RBBQ3R w - - 0 19	g2h3 h4f2	1002	easy	epauletteMate mate mateIn1 middlegame oneMove
7KilV	4K3/3R3P/2p4r/p6k/4p3/3p4/Pb4R1/8 b - - 4 48	h6h7 d7h7	1003	easy	endgame hangingPiece master mate mateIn1 oneMove
HSONF	rnQqkb1r/p1p2Bpp/3p1n2/8/3pb3/2P5/PP3PPP/RNB2KNR b kq - 5 10	e8e7 c8e6	1003	easy	mate mateIn1 oneMove opening
OTSKQ	1r6/1ppb4/p1k2R2/3p2p1/4p3/2P1P2P/PP2B1P1/2K5 b - - 4 27	c6c5 b2b4	1003	easy	endgame mate mateIn1 oneMove
VHuPF	8/8/p1B1k2p/3pb2P/1p2n3/1P1K4/P7/5R2 w - - 2 46	c6b7 e4c5 d3e2 c5b7	1003	easy	advantage endgame fork master short
eGCe5	6rr/1ppqp1bp/p2p1k2/3P1p1Q/3NnP2/1P6/P1P3PP/R1B2RK1 b - - 0 18	d7e8 h5f5	1005	easy	mate mateIn1 middlegame oneMove swallowstailMate
wF758	2rqkb1r/5ppp/p1p1pn2/1B1p1b2/N2P1B2/8/PPP2PPP/R2QK2R w KQk - 0 11	b5a6 d8a5 a4c3 a5a6	1006	easy	crushing fork opening short
vZKf6	4r1k1/1p1n1ppp/1q1b4/BP1p4/Q1pP4/4PN1P/5PP1/5RK1 b - - 3 22	b6a7 b5b6 a7a8 a4d7	1007	easy	advantage discoveredAttack master middlegame short
2VIbE	8/2pk1p2/2P3p1/3P4/5q2/r1Q2P2/r5PP/4R1K1 b - - 0 47	d7d8 c3h8	1008	easy	endgame mate mateIn1 oneMove
kHlqn	r2k1bQr/pp2p3/n1pp4/8/2PP4/4BpPq/PP5P/RN1Q1RK1 w - - 0 17	g8h8 h3g2	1008	easy	master mate mateIn1 middlegame oneMove
Icd4d	6k1/2p2p1p/2p3p1/8/5n2/2P4P/PP1R2Pq/4rKQ1 w - - 11 30	f1e1 h2g1	1009	easy	endgame hangingPiece master mate mateIn1 oneMove
KNBDt	8/2q3pk/7p/3Q4/3pn3/2P4P/2r2PP1/R5K1 b - - 1 37	e4c3 d5f5 g7g6 f5c2	1009	easy	advantage endgame fork short
ODuty	1r1q1rk1/1p2bppp/p2pb3/2pB4/2P1P3/1P1n1NQ1/PB3PPP/R1R3K1 b - - 8 17	d3c1 g3g7	1009	easy	kingsideAttack mate mateIn1 middlegame oneMove
cl9N3	5R1k/8/2q3rp/1p6/2p1Q3/7P/6P1/7K b - - 12 56	h8g7 e4e7	1009	easy	endgame mate mateIn1 oneMove
cyjBZ	3k1R2/8/p1Qp4/2n1p1p1/4P1q1/2K1P3/PPP5/3r4 b - - 6 32	d8e7 c6e8	1009	easy	endgame mate mateIn1 oneMove
w7qfD	r1b1k2r/bpqp1pp1/p1n1p3/7p/4P1n1/PNNB4/1PPB1PPP/R2Q1R1K w kq - 2 12	f2f3 c7h2	1009	easy	kingsideAttack master mate mateIn1 oneMove opening
0t9bk	8/5p1p/p4kp1/5p2/1nnB4/5P1P/6P1/1B4K1 b - - 1 44	f6e7 d4c5 e7f6 c5b4	1010	easy	advantage endgame fork short
8Rifx	5Bk1/p4ppp/Q3p3/3pP3/6q1/P2BPbn1/2r2P1P/R1R3K1 w - - 0 22	c1c2 g3e2 g1f1 g4g1	1010	easy	discoveredCheck doubleCheck kingsideAttack mate mateIn2 middlegame short
CT0yh	7k/pRQ4p/6rK/2P1P3/6P1/5q2/7P/5B1R w - - 3 30	h6h5 f3g4	1010	easy	endgame mate mateIn1 oneMove triangleMate
h2oaO	r6k/R4Rbp/6p1/4p3/8/2q5/5QPP/6K1 b - - 0 33	a8a7 f7f8 g7f8 f2f8	1010	easy	endgame mate mateIn2 sacrifice short
01IFU	r1b2rk1/pp3pp1/3b3p/3Bn3/P2N1q2/2P4P/1P3PP1/RN1Q1RK1 w - - 1 17	d4e2 e5f3 g2f3 f4h2	1011	easy	kingsideAttack mate mateIn2 opening sacrifice short
7oVxZ	r2q2kr/pp3p1b/1npbp2Q/7N/3P4/2P4P/PP3PP1/R1B1R1K1 b - - 0 18	h7g6 h6g7	1011	easy	mate mateIn1 oneMove opening
DtqBG	r4rBk/pp3N2/2n2pbp/q7/3P4/7P/PPQb1PP1/R4RK1 b - - 0 18	h8g8 c2g6	1011	easy	hangingPiece kingsideAttack mate mateIn1 middlegame oneMove
trfUo	r4rk1/pppq2bp/2n3p1/4p2n/4PpbB/1NPB1N2/PPQ2PPP/2KR3R b - - 3 14	g4f3 d3c4 g8h8 d1d7	1012	easy	advantage discoveredAttack middlegame short
wNLJI	8/6pk/3p2pp/4p3/P7/1NPQB1b1/1P4P1/3R1K1q w - - 8 37	f1e2 h1g2 e3f2 g2f2	1012	easy	endgame mate mateIn2 short swallowstailMate
JDtJQ	r3k2r/pp2ppbp/2nq2p1/1Bpp4/3P4/2P2P2/PP4PP/RNBQ1RK1 w kq - 0 12	d4c5 d6c5 f1f2 c5b5	1013	easy	advantage fork master middlegame short
XUkYa	7k/R7/5N2/2p1p3/P1r5/2b5/8/5K2 b - - 3 46	e5e4 a7h7	1013	easy	arabianMate endgame master mate mateIn1 oneMove
Gp6FJ	r1bq1r1k/pp2b3/2n2pQ1/7N/5P2/2p5/PP4PP/R1B2RK1 b - - 2 18	f8g8 g6h6	1014	easy	mate mateIn1 oneMove opening
Mt1gm	r1bq1rk1/pp1n2bp/5pp1/3pP3/3N1P2/3B2B1/PP4PP/R2Q1RK1 w - - 0 16	d4e6 d8b6 g1h1 b6e6	1014	easy	advantage fork middlegame short
pKpRf	r1b1k1nr/pppp1q1p/7b/8/3PPB2/5Q2/PP4PP/RN3RK1 b kq - 0 11	f7f4 f3h5 e8d8 f1f4	1014	easy	advantage discoveredAttack middlegame short
QMXij	rnbq1k1r/ppp1p1b1/3pP1QB/8/2PP4/8/PP3P1P/RN2K1NR b KQ - 0 11	h8h6 g6f7	1015	easy	mate mateIn1 oneMove opening
5BGYg	rn2kb1r/pp2qNpp/5n2/2p5/2B3b1/3p2Q1/PPP2PPP/RNB2K1R w kq - 0 11	c2d3 e7e2 f1g1 e2d1	1016	easy	backRankMate mate mateIn2 opening short
ZwwGV	2r2r1k/2n2ppP/7P/4p3/1q2P3/1p2B3/2PR1Q2/4K3 b - - 0 30	g7g6 f2f6 h8h7 f6g7	1016	easy	mate mateIn2 middlegame short
dqyH1	r1b1k2r/p1p2ppp/1bpp4/4p1q1/2N1Pn2/1N1P4/PPP2PPP/R1BQ1RK1 w kq - 6 11	c4b6 g5g2	1016	easy	kingsideAttack mate mateIn1 middlegame oneMove
5o2za	2R1nk2/6p1/7p/7q/4Q3/4P1PB/5P1K/7r w - - 2 38	h2h1 h5h3 h1g1 h3c8	1017	easy	advantage endgame fork hangingPiece master short
KVDrY	8/4bQ2/pkP4r/8/7N/4r1PK/P6P/8 w - - 1 48	f7f4 h6h4 f4h4 e7h4	1017	easy	crushing endgame pin short
QZvFE	6r1/1kp4p/8/1p1P1R1P/4p1r1/1P2P3/P6K/5R2 w - - 3 33	f1f2 g4h4	1017	easy	endgame mate mateIn1 oneMove rookEndgame
oZd13	4rb1k/pr5p/1p4q1/1P3R2/2PQ4/7P/6P1/5R1K b - - 4 34	g6g7 f5f8 e8f8 f1f8	1017	easy	mate mateIn2 middlegame pin short
31rl9	rn1q1rk1/p4ppp/3b4/1pp4b/3P4/1BPQ1N1P/P4PP1/R1B2RK1 w - - 0 15	d4c5 d6h2 f3h2 d8d3	1018	easy	crushing discoveredAttack middlegame short
D8KOw	4r1k1/1p1q1p2/pn1p1Q1p/2pP2r1/4P3/7P/PP3PBP/2R2RK1 b - - 0 21	d7h3 f6g5 h6g5 g2h3	1018	easy	crushing middlegame short
XYeLh	q7/p5rk/7p/5P1Q/6r1/5R2/PPP4P/3R3K w - - 4 30	f5f6 a8f3	1018	easy	endgame hangingPiece mate mateIn1 oneMove
YDdFk	8/Rpk2pp1/2p4p/2Pp4/1P6/2PK1P2/1r2r1PP/6R1 w - - 9 35	a7a8 b2d2	1018	easy	blindSwineMate endgame mate mateIn1 oneMove rookEndgame
NlEwT	r2q1rk1/pp1nppbp/4P1p1/8/6n1/2N2N2/PP2QPPP/R1B1K2R b KQ - 0 12	f7e6 e2e6 g8h8 e6g4	1019	easy	crushing fork opening short
k71Cn	5r1k/1pp3p1/2n5/p2P2N1/4p3/1PP4b/P2QBq1N/R5K1 w - - 4 28	g1h1 h3g2	1019	easy	master mate mateIn1 middlegame oneMove
riwdV	r3kb1r/1b3pp1/n1np1q1p/1N2p3/Q2PP3/4BN2/PPP2PPP/2KR3R b kq - 0 13	a6b4 b5c7 e8d7 c7a8	1019	easy	crushing fork middlegame short
CfTLH	2q5/1R3pk1/3p3b/3P2p1/4PPK1/1P4P1/4Q3/8 w - - 3 47	g4h5 c8h3	1020	easy	endgame master mate mateIn1 oneMove
CwB1O	r1b1k1nr/pppp1p1p/5qp1/2bNp3/4P3/1B6/PPnP1PPP/R1BQK1NR w KQkq - 0 8	d1c2 f6f2 e1d1 f2f1	1020	easy	attackingF2F7 mate mateIn2 opening short
dovOf	8/5ppk/6rp/1p2K3/2b5/P1P5/1P2R2P/4R3 w - - 16 44	e2f2 g6e6 e5d4 e6e1	1021	easy	advantage endgame short skewer
tWbFK	7r/ppk5/2pb4/3r4/4RPB1/P4Q2/1P2NP2/5K2 w - - 3 34	f4f5 d5d1 f1g2 h8h2	1021	easy	mate mateIn2 middlegame operaMate short
1sytV	1r6/R6p/4pkp1/5p2/3P1P1P/6P1/1r3K2/2R5 w - - 3 35	f2f3 b8b3 c1c3 b3c3	1022	easy	endgame mate mateIn2 rookEndgame short
Lp8MG	7Q/8/6B1/1p2p3/4P3/k7/2K2q2/8 w - - 7 57	c2b1 f2b2	1022	easy	endgame master mate mateIn1 oneMove
Z6FIn	5rk1/5ppp/4p3/8/3Pn1nq/QB5P/P2B2P1/R3R1K1 w - - 2 23	a3c1 h4f2 g1h1 e4g3	1022	easy	mate mateIn2 middlegame short
2SXEN	8/1p3p2/k1b5/2Q1P2P/1K1P4/1PR5/rr6/8 w - - 15 54	d4d5 a2a4	1023	easy	endgame master mate mateIn1 oneMove operaMate pin
NEJfx	rn1qkbnr/pp2pppp/2p3b1/8/4NB2/3B1N2/PPP1QPPP/R3K2R b KQkq - 3 8	b8d7 e4d6	1023	easy	mate mateIn1 middlegame oneMove pin smotheredMate
dNZta	7r/4kpp1/4pn2/p1q5/2P1B2p/P4Q1P/5PP1/1R1r2K1 w - - 0 26	f3d1 f6e4 b1b7 e7f6	1023	easy	crushing defensiveMove endgame hangingPiece short
mvfDU	rnb1r1k1/p4ppp/2p5/2b4n/5P1q/2NB3P/PPP1N1P1/R1BQKR2 w Q - 5 13	e1d2 c5e3	1023	easy	mate mateIn1 oneMove opening
qIApD	r2qk1nr/ppp2pbp/3p2p1/3Pp3/3nP3/2N1BP1P/PPP2P2/R2QKB1R w KQkq - 1 9	c3e2 d4f3	1023	easy	mate mateIn1 oneMove opening
yKRv6	r3r1kb/pp2pp1p/3p1npB/q6P/1n2P3/1PN2P2/1PPQ2P1/2KR1B1R w - - 1 15	h5g6 a5a1 c3b1 b4a2	1024	easy	mate mateIn2 middlegame queensideAttack short smotheredMate
yaad4	r1b1r3/pp4k1/3q3p/4p1p1/2PN1n2/1B5P/PP3PP1/R2QR1K1 b - - 0 25	c8h3 d4f5 h3f5 d1d6	1024	easy	crushing discoveredAttack master middlegame short
zmujn	4r1k1/1R4R1/5p1p/6pP/8/6P1/3prPK1/8 b - - 1 43	g8f8 b7f7	1024	easy	blindSwineMate endgame master mate mateIn1 oneMove rookEndgame
Zqkrf	7k/pb3p1p/1P1p1qp1/6rP/8/1P6/2Q1BPP1/R2R2K1 w - - 2 27	b6a7 g5g2 g1f1 f6f2	1025	easy	mate mateIn2 middlegame short
ljcq7	r3kb1r/1p1bnpp1/1q2p2p/pB1pnN2/P5PP/1P2B3/2P2P2/RN1QK2R b KQkq - 1 14	b6d8 f5d6	1025	easy	mate mateIn1 middlegame oneMove smotheredMate
syy8E	1r4k1/p2n1pp1/2p4p/P1P5/2QPp3/4q3/N5RK/1r3R2 b - - 1 32	b1b2 c4f7 g8h8 f7g7	1025	easy	fork mate mateIn2 middlegame short
u6Ubr	r1b1kb1r/1pp2ppp/p4n2/2p5/4P3/4BN2/PPP2PPP/RN1K3R b kq - 2 9	f8d6 e4e5 d6e7 e5f6	1025	easy	advantage fork middlegame short
vdPOe	1r2k2r/ppQ2ppp/2p5/8/4P3/B4BP1/q4P1P/5K2 b k - 1 20	a2a1 f1g2 a1a3 c7b8	1025	easy	crushing defensiveMove endgame short
xliuh	rn2k2r/ppp2ppp/4b3/8/1bq5/2N5/PP1B1PPP/R2QKB1R b KQkq - 1 10	c4c6 f1b5 e8g8 b5c6	1025	easy	crushing opening pin short
L6tih	2r2bk1/p5p1/bp6/3BqpQ1/5n2/2P4P/P5P1/3R2KR b - - 1 32	g8h8 g5h4 f4h5 h4h5	1026	easy	mate mateIn2 middlegame short
SEum5	4K3/4N1Q1/2p5/3r2kp/4q3/8/5P2/8 b - - 0 52	g5h4 g7g3	1026	easy	endgame master mate mateIn1 oneMove
XHNnT	r1b1kbnr/pppn1ppp/3q4/3N4/2B1p3/1Q6/PP1P1PPP/R1B1K1NR w KQkq - 6 8	d5c7 d6c7 c4f7 e8d8	1026	easy	advantage opening short
V6XzR	8/2p5/4b3/p3Pp2/2P1pP2/1PK1Bk2/P7/8 w - - 4 45	c3d4 c7c5 d4c5 f3e3	1027	easy	bishopEndgame crushing deflection endgame short
XBgIs	3q2rk/1pp4p/1r1p1n2/p2P4/2PNp1bQ/1P3p1P/P2N1P2/R4RK1 w - - 0 22	h3g4 g8g4 h4g4 f6g4	1027	easy	advantage fork middlegame short
oebAm	8/1p6/k1b5/P4R2/r2K4/2B5/8/8 w - - 12 68	d4d3 c6e4 d3e3 e4f5	1027	easy	crushing endgame fork short
xq7te	rnb1kbnr/ppQ4p/2p1Pqp1/3p4/3Np3/8/PPP2PPP/RNB1KB1R b KQkq - 3 9	f6d8 c7f7	1027	easy	mate mateIn1 oneMove opening
jGOaX	3r3k/6p1/3NQb1p/p7/P7/4B1P1/5PKP/1q6 b - - 4 37	b1d3 d6f7 h8h7 f7d8	1028	easy	advantage endgame fork master short
vsPc5	4rr2/pp2bpk1/4nn2/2pp1NN1/5P2/2Pb4/PP1B4/2KB2RR b - - 1 29	d3f5 g5e6	1028	easy	discoveredCheck doubleCheck master mate mateIn1 middlegame oneMove
lPyyZ	7k/1Q4p1/1p5q/pP6/P2PR3/5rp1/6B1/6K1 w - - 0 45	g2f3 h6h2 g1f1 h2f2	1029	easy	endgame mate mateIn2 short
WOS1D	1r2k2r/p2b4/2p1p3/2qp1p1p/3N1Pn1/5R1P/PPP3P1/R1BQ3K w k - 0 19	h3g4 h5g4 f3h3 g4h3	1030	easy	advantage discoveredAttack discoveredCheck kingsideAttack middlegame short
2hPIE	4r1k1/4Bp1p/p5p1/1p6/6n1/3B1Q2/P4PPq/1R3K2 w - - 2 25	b1e1 h2h1 f1e2 e8e7	1031	easy	crushing interference middlegame short
P5Iwd	8/8/2r3p1/4kp1p/1R5P/4PKP1/PN3P2/2q5 b - - 1 42	c6c2 b2d3 e5f6 d3c1	1031	easy	advantage endgame fork master short
PHYRr	5rk1/pb3pp1/1pn4p/2p3q1/4Pn2/2N4P/PPP1B1P1/R2Q1RK1 w - - 0 17	c3d5 g5g2	1031	easy	kingsideAttack mate mateIn1 middlegame oneMove
6Qmxr	2kr4/pp3p1p/2p3r1/2Np4/3P1Q2/4P2b/P3qPPP/1R3RK1 w - - 6 21	b1b7 g6g2 g1h1 e2f1	1032	easy	deflection kingsideAttack mate mateIn2 middlegame short
HgLVJ	r3k2r/ppp2pp1/2np2qp/4p3/4P3/2PP1NPb/PP2Bb2/RN1Q1RK1 w kq - 0 11	f1f2 g6g3 g1h1 g3f2	1032	easy	crushing deflection kingsideAttack middlegame short
dRDNc	1k6/p1p2pb1/Qp1q2pp/1N2np2/1P6/P4N2/2P2PPP/2K5 b - - 2 22	d6f6 a6a7 b8c8 a7c7	1032	easy	endgame mate mateIn2 queensideAttack short
lBrd9	6k1/p4pP1/8/2n4K/5r2/2N4r/PP4N1/1R4R1 w - - 0 35	h5g5 c5e6	1032	easy	cornerMate mate mateIn1 middlegame oneMove
WqQ33	r2r4/1pp1q1kQ/p1b1nNp1/2p1P3/8/2P5/P1P2P1P/3RR1K1 b - - 1 28	g7f8 h7g8	1033	easy	master mate mateIn1 middlegame oneMove
tt8jG	r1bq1k1r/2ppn1pn/p2P3p/1p6/Q1B5/5N2/PP3PPP/RN2K2R w KQ - 1 15	d6e7 d8e7 c4e2 b5a4	1033	easy	crushing opening short
wYOKP	r2qkb1r/1p2ppp1/p2p1n1p/2p1N3/P3P1b1/1BN5/1PPP1PPP/R1BQK2R b KQkq - 0 9	g4d1 b3f7	1033	easy	attackingF2F7 mate mateIn1 middlegame oneMove
jXNgC	r4rk1/ppqb1ppp/2n1p3/6N1/4N3/3Q4/PPP2PPP/1K1R3R b - - 0 16	c6e5 e4f6 g7f6 d3h7	1034	easy	discoveredAttack kingsideAttack mate mateIn2 middlegame sacrifice short
kNCx6	5rk1/pQ3ppp/4p2r/8/2p3q1/2N1P1N1/PP3PK1/R1B2R2 w - - 0 21	b7f3 g4h3 g2g1 h3h2	1034	easy	mate mateIn2 middlegame short
AFvFh	r2k4/p2n1p2/1p2p1p1/3pP2p/PB1P1P2/3K4/1P4PP/2R5 b - - 0 24	a8c8 b4e7 d8e7 c1c8	1035	easy	crushing deflection endgame short
Ak12r	6k1/1b3p2/2p1p1p1/p1q1P1Qp/1p5P/P2BP3/1PPr1PP1/4R1K1 w - - 0 23	e3e4 c5f2 g1h2 f2e1	1035	easy	crushing endgame fork short
ol0er	r1k3r1/1p3p2/2p5/2P3np/1P6/4P2P/1Q3PP1/3R2K1 w - - 2 29	b2e5 g5f3 g1f1 f3e5	1035	easy	advantage endgame master pin short
5evGD	3r1b1r/pkpq2pp/1p1p4/5p2/P2Q4/1P2P3/1BP2PPP/2KR3R b - - 0 14	h8g8 d4d5 c7c6 d5g8	1036	easy	advantage fork middlegame short
g7rne	8/6bk/6p1/2P1p3/KP1pP2p/3q3P/Q7/1R6 w - - 2 52	a2b3 d3a6	1036	easy	endgame mate mateIn1 oneMove
E6Tje	r3k1r1/ppp3pp/3p1q2/4nb2/3Q4/2N5/PPP2PPP/R1B2RK1 w q - 2 11	c3d5 e5f3 g2f3 f6d4	1037	easy	crushing discoveredAttack middlegame short
pYpt2	r1b1k2r/1pQ2ppp/p2P1nq1/4p3/8/2N2P2/PPn3PP/R1BK1B1R b kq - 1 13	c2a1 c7e7	1037	easy	mate mateIn1 oneMove opening
OGlVo	3q2k1/2pNr1pp/2Pnpp2/1pQp4/r2P4/P3P1P1/5PP1/R1R3K1 w - - 2 30	c1c3 d6e4 c5b5 e4c3	1038	easy	crushing fork middlegame short
RhkvS	1k2r3/1ppQ1ppp/1p6/4q3/1PP5/6P1/3N1P1P/2RK4 w - - 4 24	d2f3 e5e2	1038	easy	endgame mate mateIn1 oneMove
h4W7v	8/3Q2pk/P7/3P3p/6K1/1P4P1/4r2r/8 w - - 0 40	g4f3 h2f2	1038	easy	blindSwineMate endgame master mate mateIn1 oneMove queenRookEndgame
lC6eg	8/8/8/8/6p1/6K1/3R3p/6k1 b - - 7 58	h2h1q d2d1	1038	easy	endgame mate mateIn1 oneMove queenRookEndgame
sJqQW	8/4Rp2/ppk4P/2p3P1/2Kp4/7r/PPP5/8 w - - 5 36	e7f7 b6b5	1038	easy	endgame mate mateIn1 oneMove rookEndgame
RGwKM	3q1r2/1Q4pk/3b1p1p/3p4/n2P4/2rbBN2/P2N1PPP/R3R1K1 w - - 1 25	b7d5 d6h2 g1h2 d8d5	1039	easy	crushing discoveredAttack kingsideAttack middlegame short
syTiE	3r1k2/1p3p1p/3q2p1/8/8/5P2/PP2Q1P1/4R2K b - - 0 26	d6c6 e2e7 f8g7 e7d8	1039	easy	crushing endgame fork short
5BV2v	2r4k/6p1/p6p/1pq5/8/2PQ3P/P1P3P1/5R1K b - - 3 29	c5c3 f1f8 c8f8 d3c3	1040	easy	advantage deflection endgame short
MjC1l	2r5/1k1Q1ppp/1P2p3/3nP3/pp3P2/2n3P1/5K1P/8 b - - 10 36	b7b8 d7a7	1040	easy	endgame master mate mateIn1 oneMove
qQGrT	2kr3r/pppqbppp/4Pn2/8/2Q1PB2/2N2P2/PP3P1P/2KR3R b - - 0 13	d7e6 c4c7	1040	easy	mate mateIn1 middlegame oneMove queensideAttack
rh8LF	r2qkb1r/pp1npppp/5n2/2p1Nb2/Q1B5/2N1P3/PP1P1PPP/R1B1K2R b KQkq - 6 7	a7a6 c4f7	1040	easy	attackingF2F7 mate mateIn1 oneMove opening pin
zkJzW	1r2r1k1/Rb3pbp/1q3pp1/1p1P4/2B1P3/2P2N2/2Q2PPP/1R4K1 w - - 1 19	c4b5 b6a7 b5e8 b8e8	1040	easy	advantage middlegame short
ARdGP	3r1rk1/pp4pp/2p5/4Q1B1/3PN1q1/7b/PP3R2/R5K1 w - - 3 25	g1h2 f8f2 e4f2 g4g2	1041	easy	mate mateIn2 middlegame short
LnRFH	7r/1pp2pp1/p1p4p/8/2k5/2P1bPN1/PKP3PP/3R4 b - - 9 26	e3f4 d1d4 c4c5 d4f4	1042	easy	advantage endgame fork short
R2lCt	rqb2rk1/pp4bp/3Np1p1/2ppN3/8/3P4/PPP1Q1PP/R1B2RK1 b - - 0 15	f8f1 e2f1 b8d6 f1f7	1042	easy	advantage middlegame short
n3MN8	4r1k1/1p4pp/4P1b1/p1p5/2n2P2/P1B2K2/1P3R2/R7 w - - 1 33	f2e2 g6h5 f3f2 h5e2	1042	easy	advantage endgame short skewer
sdFMk	5q1k/6pp/3R4/1rp5/Q7/8/PrP2PPP/4R1K1 w - - 1 25	c2c4 f8f2 g1h1 f2e1	1042	easy	endgame fork mate mateIn2 short
Ehws4	3r3r/2pkp3/1p3n1p/1P4p1/3p1P2/1Qbq2P1/P2N1B1P/4R1K1 b - - 1 26	d3d2 b3e6 d7e8 e6e7	1043	easy	mate mateIn2 middlegame short
